source_block,target_block,total_weight,num_edges,sbm_type
37,34,1.4329319114982102,8,flat_exponential
13,205,15.5617128959269,21,flat_exponential
13,58,10.885535046906364,23,flat_exponential
13,65,0.12932070744398788,8,flat_exponential
201,21,43.29622126324736,54,flat_exponential
201,142,0.13490473328377,9,flat_exponential
201,201,224.85948353253107,58,flat_exponential
201,160,372.8947712419622,100,flat_exponential
201,86,1.9269216968004936,17,flat_exponential
201,128,8.549209342825417,36,flat_exponential
201,184,258.6887673019801,63,flat_exponential
201,58,0.1034374064072041,7,flat_exponential
201,18,139.61906021458577,58,flat_exponential
201,48,119.04345221639247,48,flat_exponential
201,49,653.2909502564155,116,flat_exponential
201,84,10.308826360668261,42,flat_exponential
201,31,0.4092905966012618,12,flat_exponential
201,56,88.12958778645401,64,flat_exponential
201,205,0.9657343951330748,11,flat_exponential
201,12,257.67689505262274,88,flat_exponential
201,37,30.65699516036948,45,flat_exponential
201,199,11.240383217801757,7,flat_exponential
201,13,89.67907465268239,51,flat_exponential
201,145,58.37383091428897,43,flat_exponential
201,133,185.90498838173292,54,flat_exponential
201,65,7.646661746432573,15,flat_exponential
201,113,0.2606915198580558,9,flat_exponential
86,142,0.0065115169356616135,8,flat_exponential
86,184,117.85140466915558,57,flat_exponential
86,18,86.41727451045891,44,flat_exponential
86,205,8.60692285919493,12,flat_exponential
86,48,1.795976006407286,13,flat_exponential
86,21,3.897426438593692,20,flat_exponential
86,49,426.2147842065077,105,flat_exponential
86,128,1.297065966864716,23,flat_exponential
86,34,6.352364408179474,5,flat_exponential
86,86,1.161061209914438,8,flat_exponential
86,160,241.23039264216078,83,flat_exponential
86,12,64.85254677470442,77,flat_exponential
86,199,4.39446496581706,8,flat_exponential
86,201,8.292125929366733,15,flat_exponential
86,58,9.37429825064712,14,flat_exponential
86,84,46.41185715574154,33,flat_exponential
86,37,44.2140159805359,39,flat_exponential
86,113,0.20768898878020603,6,flat_exponential
86,13,32.66009377287133,37,flat_exponential
86,56,50.408125554398524,40,flat_exponential
86,133,55.47168557738471,47,flat_exponential
86,145,33.09428992134263,34,flat_exponential
128,58,0.39539318193559597,16,flat_exponential
128,113,29.757792450633076,57,flat_exponential
128,199,0.5635374175798693,21,flat_exponential
133,86,6.752023732619379,35,flat_exponential
133,84,85.98059218136783,67,flat_exponential
133,184,294.0476337202925,42,flat_exponential
133,48,28.007872636752975,44,flat_exponential
133,21,102.79842050338154,42,flat_exponential
133,160,407.7657190159255,72,flat_exponential
133,37,49.99657702967387,54,flat_exponential
133,18,191.5122762994992,42,flat_exponential
133,128,72.81707236850191,57,flat_exponential
133,49,609.1286707913555,78,flat_exponential
133,201,98.47526387411428,45,flat_exponential
